Podcast_Name,Episode_Title,Episode_Length_minutes,Genre,Host_Popularity_percentage,Publication_Day,Publication_Time,Guest_Popularity_percentage,Number_of_Ads,Episode_Sentiment,Listening_Time_minutes
Business Insights,Episode 26,97.32,Business,40.85,Wednesday,Evening,21.25,3,Negative,41.69623623
Crime Chronicles,Episode 91,35.93,True Crime,76.58,Wednesday,Night,39.49,3,Negative,20.05073893
World Watch,Episode 96,114.85,News,32.72,Wednesday,Evening,84.56,0,Positive,114.85
Innovators,Episode 47,13.17,Technology,52.18,Wednesday,Night,89.1,3,Negative,12.5335663
Learning Lab,Episode 54,87.15,Education,36.44,Wednesday,Night,56.31,1,Positive,60.01494204
Wellness Wave,Episode 25,,Health,94.11,Wednesday,Night,63.43,0,Neutral,95.11
Health Hour,Episode 85,30.94,Health,85.53,Wednesday,Evening,40.18,3,Negative,27.74812671
Current Affairs,Episode 70,89.44,News,67.24,Wednesday,Afternoon,12.33,3,Negative,
Lifestyle Lounge,Episode 13,21.41,Lifestyle,30.6,Wednesday,Evening,57.46,3,Positive,10.03704282
World Watch,Episode 89,58.91,News,20.58,Wednesday,Afternoon,85.02,3,Neutral,26.029382
Digital Digest,Episode 73,81.7,Technology,32.9,Wednesday,Night,62.64,3,Negative,34.90388315
Wellness Wave,Episode 7,,Health,54.8,Wednesday,Morning,24.5,3,Negative,
Daily Digest,Episode 81,75.97,News,41.36,Wednesday,Night,5.73,2,Neutral,51.85971903
Mind & Body,Episode 49,,Health,70.24,Wednesday,Afternoon,32.12,2,Neutral,71.54453279
Money Matters,Episode 10,43.96,Business,38.34,Wednesday,Morning,92.56,1,Negative,13.8445447
Life Lessons,Episode 80,86.71,Lifestyle,26.84,Wednesday,Evening,87.85,0,Positive,54.33722257
Digital Digest,Episode 16,21.76,Technology,42.07,Wednesday,Night,42.71,2,Neutral,20.80916442
True Crime Stories,Episode 18,56.73,True Crime,35.15,Wednesday,Night,4.55,3,Positive,32.24460043
Tech Talks,Episode 51,12.06,Technology,80.43,Wednesday,Night,70.97,0,Negative,11.4770472
Business Briefs,Episode 52,,Business,51.49,Wednesday,Night,19.68,0,Neutral,57.97970931
Tech Talks,Episode 43,49.64,Technology,35.11,Wednesday,Evening,68.7,1,Positive,47.91984341
Tech Talks,Episode 23,103.34,Technology,90.34,Wednesday,Morning,34.77,1,Neutral,69.51243184
Mystery Matters,Episode 91,,True Crime,72.52,Wednesday,Evening,43.22,3,Neutral,24.16743254
Sport Spot,Episode 93,28.27,Sports,61.17,Wednesday,Afternoon,5.09,0,Neutral,17.5225425
Athlete's Arena,Episode 16,100.39,Sports,72.82,Wednesday,Evening,84.98,2,Negative,46.23222862
Global News,Episode 1,12.41,News,54.87,Wednesday,Night,7.87,3,Neutral,4.618768631
Comedy Corner,Episode 8,,Comedy,57.66,Wednesday,Night,,2,Positive,22.67769084
Tech Talks,Episode 92,12.64,Technology,84.2,Wednesday,Evening,33.87,3,Neutral,11.37067099
Global News,Episode 56,113.46,News,74.19,Wednesday,Afternoon,,0,Negative,
Sport Spot,Episode 52,17.02,Sports,99.9,Wednesday,Night,,0,Neutral,
Tune Time,Episode 5,51.67,Music,35.78,Wednesday,Morning,19.22,3,Neutral,41.00035899
True Crime Stories,Episode 48,27.4,True Crime,47.68,Wednesday,Morning,80.95,3,Positive,24.90116252
Crime Chronicles,Episode 51,56.62,True Crime,27.55,Wednesday,Night,80.97,3,Positive,45.70159167
Fitness First,Episode 23,20.7,Health,26.74,Wednesday,Afternoon,10.21,0,Positive,6.303535195
Melody Mix,Episode 56,18.67,Music,65.18,Wednesday,Afternoon,17.1,0,Positive,
Mystery Matters,Episode 29,25.39,True Crime,45.44,Wednesday,Evening,49.21,3,Positive,12.67275475
Global News,Episode 62,69.77,News,32.53,Wednesday,Evening,37.19,1,Neutral,35.83953402
True Crime Stories,Episode 61,16.36,True Crime,94.95,Wednesday,Evening,62.08,3,Negative,16.36
Innovators,Episode 72,50.06,Technology,50.94,Wednesday,Evening,75.83,2,Negative,41.04056339
Brain Boost,Episode 85,18.75,Education,40.13,Wednesday,Afternoon,86.69,3,Neutral,16.97434101
Crime Chronicles,Episode 2,21.0,True Crime,42.45,Wednesday,Afternoon,16.74,0,Negative,21.0
Detective Diaries,Episode 79,25.2,True Crime,79.44,Wednesday,Evening,,1,Neutral,11.80772955
Detective Diaries,Episode 36,117.06,True Crime,96.97,Wednesday,Afternoon,18.34,0,Neutral,117.06
Digital Digest,Episode 20,83.68,Technology,60.13,Wednesday,Night,,0,Negative,43.63528019
Mind & Body,Episode 33,97.57,Health,20.2,Wednesday,Night,48.44,1,Positive,95.20326396
Criminal Minds,Episode 13,110.12,True Crime,79.04,Wednesday,Afternoon,33.23,2,Positive,59.7546914
Detective Diaries,Episode 7,33.87,True Crime,51.42,Wednesday,Evening,77.18,2,Negative,23.97449204
Mind & Body,Episode 97,8.45,Health,86.25,Wednesday,Morning,,1,Negative,1.185563334
Innovators,Episode 31,71.73,Technology,57.23,Wednesday,Night,50.44,2,Negative,66.36110298
Global News,Episode 36,27.91,News,41.18,Wednesday,Afternoon,69.25,1,Positive,
Joke Junction,Episode 28,6.83,Comedy,93.78,Wednesday,Night,9.69,0,Positive,0.0
Melody Mix,Episode 33,7.92,Music,97.84,Wednesday,Night,27.36,0,Positive,7.92
Business Insights,Episode 92,100.2,Business,28.69,Wednesday,Morning,39.39,3,Positive,83.87594226
Current Affairs,Episode 97,111.74,News,65.28,Wednesday,Evening,22.03,3,Neutral,71.40614054
Global News,Episode 46,33.45,News,69.46,Wednesday,Afternoon,60.09,3,Negative,20.86078487
Fashion Forward,Episode 97,,Lifestyle,53.68,Wednesday,Morning,,2,Neutral,59.57745429
Study Sessions,Episode 79,110.85,Education,66.08,Wednesday,Afternoon,95.31,3,Positive,90.1659467
Fashion Forward,Episode 43,113.65,Lifestyle,79.74,Wednesday,Night,34.48,3,Positive,99.15796912
Lifestyle Lounge,Episode 87,50.2,Lifestyle,77.17,Wednesday,Night,70.48,0,Positive,50.2
Business Insights,Episode 36,71.67,Business,60.79,Wednesday,Morning,,3,Negative,31.94751929
Style Guide,Episode 12,9.6,Lifestyle,30.8,Wednesday,Morning,92.93,3,Neutral,5.751090392
Tech Talks,Episode 82,88.0,Technology,65.61,Wednesday,Night,87.75,3,Negative,44.99255114
Game Day,Episode 100,76.4,Sports,20.69,Wednesday,Night,88.88,2,Negative,64.4891729
Home & Living,Episode 46,82.19,Lifestyle,50.44,Wednesday,Afternoon,6.12,2,Neutral,50.03881123
Learning Lab,Episode 66,58.5,Education,77.36,Wednesday,Evening,80.2,0,Neutral,44.33541532
News Roundup,Episode 74,112.68,News,62.92,Wednesday,Morning,92.32,2,Negative,67.49507048
Melody Mix,Episode 76,85.68,Music,37.82,Wednesday,Evening,55.05,2,Negative,70.45741712
Sports Weekly,Episode 83,102.59,Sports,72.12,Wednesday,Morning,58.15,3,Negative,69.16882842
Criminal Minds,Episode 77,11.02,True Crime,92.86,Wednesday,Morning,89.12,3,Positive,0.0
Wellness Wave,Episode 91,52.17,Health,94.6,Wednesday,Morning,,1,Neutral,51.42844418
Humor Hub,Episode 50,108.78,Comedy,76.03,Wednesday,Afternoon,15.99,2,Positive,51.5399071
Sports Weekly,Episode 64,53.16,Sports,22.31,Wednesday,Afternoon,56.8,3,Negative,34.24280009
Sports Central,Episode 79,80.18,Sports,24.65,Wednesday,Evening,72.55,2,Neutral,72.61742249
Tune Time,Episode 87,44.76,Music,25.61,Wednesday,Evening,67.36,3,Neutral,20.51368068
Humor Hub,Episode 1,36.15,Comedy,74.18,Wednesday,Afternoon,90.69,0,Positive,36.15
Tune Time,Episode 74,76.38,Music,65.56,Wednesday,Night,36.8,3,Negative,50.04642048
Game Day,Episode 38,70.49,Sports,99.23,Wednesday,Night,,2,Negative,70.49
Money Matters,Episode 24,76.71,Business,35.37,Wednesday,Afternoon,64.45,1,Negative,71.42488681
News Roundup,Episode 4,38.54,News,59.07,Wednesday,Morning,81.77,0,Negative,35.93557539
Sports Central,Episode 2,23.85,Sports,94.46,Wednesday,Evening,91.26,3,Neutral,15.89325143
Music Matters,Episode 82,53.19,Music,75.87,Wednesday,Night,36.72,0,Positive,31.98325557
Money Matters,Episode 79,75.91,Business,20.65,Wednesday,Afternoon,33.88,1,Positive,45.88027776
Sports Weekly,Episode 84,117.34,Sports,72.41,Wednesday,Afternoon,48.35,0,Positive,117.34
Game Day,Episode 58,,Sports,97.67,Wednesday,Night,25.21,1,Neutral,31.0349913
Current Affairs,Episode 79,94.12,News,76.33,Wednesday,Evening,71.54,1,Neutral,
Funny Folks,Episode 83,110.02,Comedy,65.49,Wednesday,Night,35.19,0,Negative,95.84296633
Laugh Line,Episode 64,25.4,Comedy,68.8,Wednesday,Afternoon,56.03,1,Negative,11.08523987
Home & Living,Episode 38,14.6,Lifestyle,71.39,Wednesday,Night,36.25,2,Positive,2.857190235
Sports Weekly,Episode 42,79.89,Sports,62.0,Wednesday,Morning,,1,Negative,58.26837048
Comedy Corner,Episode 44,93.83,Comedy,44.29,Wednesday,Morning,13.51,3,Negative,38.90813001
Business Briefs,Episode 48,6.99,Business,34.6,Wednesday,Morning,36.54,0,Neutral,0.128479405
Sports Weekly,Episode 35,38.03,Sports,87.93,Wednesday,Evening,38.47,0,Negative,32.33382609
Sports Central,Episode 24,59.79,Sports,94.2,Wednesday,Afternoon,13.56,0,Negative,59.79
Study Sessions,Episode 33,62.34,Education,87.2,Wednesday,Morning,,0,Positive,34.98822941
Tune Time,Episode 11,72.16,Music,31.58,Wednesday,Afternoon,22.94,1,Neutral,35.56563385
Sports Central,Episode 21,114.35,Sports,69.44,Wednesday,Night,34.3,2,Negative,59.3666423
Fitness First,Episode 44,63.38,Health,59.2,Wednesday,Afternoon,56.35,2,Positive,
Crime Chronicles,Episode 70,57.23,True Crime,29.18,Wednesday,Night,83.9,2,Negative,45.19051725
True Crime Stories,Episode 23,108.97,True Crime,32.18,Wednesday,Evening,55.62,1,Positive,67.03154871
Educational Nuggets,Episode 21,33.11,Education,38.68,Wednesday,Afternoon,49.07,0,Neutral,23.47306778
Business Briefs,Episode 21,46.91,Business,22.46,Wednesday,Evening,85.88,0,Positive,42.60288673
Comedy Corner,Episode 47,43.18,Comedy,44.53,Wednesday,Evening,64.7,0,Positive,
Home & Living,Episode 47,34.68,Lifestyle,27.84,Wednesday,Afternoon,13.7,3,Negative,21.04279661
Healthy Living,Episode 88,101.81,Health,49.15,Wednesday,Morning,77.56,2,Positive,96.38395287
Business Insights,Episode 55,40.91,Business,69.68,Wednesday,Night,84.58,1,Negative,19.30571161
Sport Spot,Episode 46,17.33,Sports,47.78,Wednesday,Afternoon,70.52,0,Negative,
Study Sessions,Episode 94,,Education,85.54,Wednesday,Night,,1,Negative,17.44793937
Criminal Minds,Episode 26,38.8,True Crime,70.85,Wednesday,Morning,83.06,0,Positive,32.36811478
Sport Spot,Episode 4,,Sports,36.72,Wednesday,Morning,41.09,2,Positive,36.68967339
Game Day,Episode 50,73.37,Sports,83.56,Wednesday,Evening,76.32,3,Positive,45.03137346
Gadget Geek,Episode 74,71.18,Technology,73.61,Wednesday,Afternoon,57.63,1,Negative,56.11917068
Joke Junction,Episode 90,41.73,Comedy,20.17,Wednesday,Night,9.2,3,Neutral,28.79898052
Athlete's Arena,Episode 53,36.74,Sports,32.11,Wednesday,Afternoon,8.8,2,Neutral,35.79663835
Game Day,Episode 58,39.71,Sports,49.66,Wednesday,Night,,2,Positive,32.36780618
Business Briefs,Episode 27,23.38,Business,96.25,Wednesday,Night,,0,Negative,18.09364985
Melody Mix,Episode 14,51.23,Music,78.81,Wednesday,Evening,,3,Negative,14.36594168
News Roundup,Episode 67,12.09,News,65.74,Wednesday,Night,41.84,3,Neutral,6.411193869
Educational Nuggets,Episode 66,82.25,Education,74.83,Wednesday,Afternoon,76.14,2,Neutral,72.07621383
Game Day,Episode 39,,Sports,99.26,Wednesday,Evening,86.52,1,Positive,19.0637476
Sound Waves,Episode 34,85.48,Music,36.72,Wednesday,Evening,5.61,1,Neutral,
Funny Folks,Episode 19,29.02,Comedy,52.84,Wednesday,Evening,,3,Neutral,
Health Hour,Episode 45,66.25,Health,51.07,Wednesday,Afternoon,87.73,0,Negative,44.36344881
Funny Folks,Episode 78,88.83,Comedy,97.75,Wednesday,Night,8.87,1,Positive,74.7747095
Sports Central,Episode 81,,Sports,53.85,Wednesday,Morning,7.7,2,Neutral,25.51207082
News Roundup,Episode 67,,News,75.18,Wednesday,Night,56.93,1,Neutral,31.18122173
Business Insights,Episode 80,101.9,Business,93.3,Wednesday,Evening,0.55,2,Neutral,79.19687045
Business Briefs,Episode 19,24.22,Business,44.45,Wednesday,Evening,28.8,2,Negative,7.584126183
Mind & Body,Episode 95,29.05,Health,33.38,Wednesday,Evening,40.97,1,Positive,29.05
Current Affairs,Episode 99,36.0,News,80.41,Wednesday,Evening,93.6,0,Positive,32.33853508
Melody Mix,Episode 65,,Music,71.1,Wednesday,Night,58.89,2,Positive,53.44402153
Sport Spot,Episode 1,45.3,Sports,26.24,Wednesday,Afternoon,68.54,3,Positive,
Lifestyle Lounge,Episode 74,27.83,Lifestyle,52.25,Wednesday,Night,33.72,3,Positive,22.71352526
Gadget Geek,Episode 17,43.71,Technology,71.27,Wednesday,Afternoon,17.06,2,Neutral,38.83466276
Humor Hub,Episode 71,40.62,Comedy,32.34,Wednesday,Night,10.66,3,Negative,20.68011975
World Watch,Episode 8,105.64,News,58.88,Wednesday,Evening,42.6,3,Neutral,78.7762448
Daily Digest,Episode 95,69.83,News,53.1,Wednesday,Morning,28.13,1,Positive,60.36462547
Wellness Wave,Episode 74,28.42,Health,77.71,Wednesday,Night,46.68,0,Negative,28.42
News Roundup,Episode 10,92.25,News,57.64,Wednesday,Morning,43.61,0,Neutral,82.92453046
Lifestyle Lounge,Episode 68,94.62,Lifestyle,87.41,Wednesday,Evening,62.07,1,Positive,94.62
Business Briefs,Episode 69,113.48,Business,41.87,Wednesday,Morning,82.26,3,Negative,69.57178726
Laugh Line,Episode 42,46.32,Comedy,23.67,Wednesday,Night,36.66,1,Neutral,
Home & Living,Episode 2,,Lifestyle,56.23,Wednesday,Evening,58.7,3,Neutral,39.19367431
Wellness Wave,Episode 18,75.83,Health,28.11,Wednesday,Evening,21.14,2,Neutral,70.39318265
Health Hour,Episode 88,94.3,Health,55.17,Wednesday,Afternoon,73.67,2,Negative,66.74982378
Brain Boost,Episode 35,37.53,Education,81.38,Wednesday,Evening,61.85,2,Positive,20.88361815
True Crime Stories,Episode 92,,True Crime,51.26,Wednesday,Afternoon,90.06,2,Negative,22.79626422
Fitness First,Episode 23,17.34,Health,94.84,Wednesday,Night,84.29,3,Neutral,17.34
Style Guide,Episode 83,104.95,Lifestyle,38.56,Wednesday,Morning,36.82,2,Negative,83.31250014
Home & Living,Episode 15,53.29,Lifestyle,49.4,Wednesday,Morning,22.14,2,Negative,22.28401685
Style Guide,Episode 17,109.24,Lifestyle,81.97,Wednesday,Afternoon,14.74,1,Neutral,84.46078295
Life Lessons,Episode 6,114.2,Lifestyle,26.1,Wednesday,Morning,43.22,0,Neutral,80.17750247
Criminal Minds,Episode 22,20.44,True Crime,76.41,Wednesday,Morning,41.74,2,Positive,11.66522997
Fashion Forward,Episode 97,96.0,Lifestyle,41.75,Wednesday,Afternoon,39.06,3,Negative,64.50561052
Style Guide,Episode 10,115.11,Lifestyle,82.64,Wednesday,Evening,34.53,2,Neutral,97.42158137
Tech Trends,Episode 57,82.16,Technology,92.54,Wednesday,Evening,27.46,0,Negative,67.18447155
Detective Diaries,Episode 12,26.69,True Crime,44.68,Wednesday,Evening,65.12,1,Negative,24.17863609
Brain Boost,Episode 65,39.88,Education,97.67,Wednesday,Evening,66.27,3,Positive,26.34575421
Athlete's Arena,Episode 15,77.17,Sports,86.75,Wednesday,Morning,83.29,0,Neutral,77.17
Innovators,Episode 62,78.61,Technology,73.19,Wednesday,Afternoon,75.8,3,Positive,
Sound Waves,Episode 75,22.3,Music,52.96,Wednesday,Evening,56.8,1,Positive,17.14725575
Tech Talks,Episode 60,71.93,Technology,54.61,Wednesday,Night,22.6,3,Neutral,48.46582966
News Roundup,Episode 73,102.53,News,48.56,Wednesday,Afternoon,72.39,3,Negative,88.57410532
Joke Junction,Episode 96,18.46,Comedy,52.33,Wednesday,Morning,,0,Positive,13.00396094
Educational Nuggets,Episode 22,15.68,Education,44.41,Wednesday,Morning,24.97,2,Negative,10.80962097
Healthy Living,Episode 22,118.66,Health,87.78,Wednesday,Night,79.68,3,Negative,57.42014541
Athlete's Arena,Episode 4,27.42,Sports,84.53,Wednesday,Afternoon,34.47,1,Negative,16.78461062
Comedy Corner,Episode 32,37.57,Comedy,59.4,Wednesday,Afternoon,81.2,3,Negative,22.31240923
Humor Hub,Episode 45,11.4,Comedy,76.67,Wednesday,Evening,81.71,3,Positive,1.82737195
Learning Lab,Episode 23,87.66,Education,76.72,Wednesday,Morning,52.16,1,Positive,49.33354597
Music Matters,Episode 22,79.49,Music,41.33,Wednesday,Evening,,1,Neutral,
Criminal Minds,Episode 78,98.56,True Crime,20.23,Wednesday,Night,12.54,0,Neutral,72.35114981
Mystery Matters,Episode 72,83.61,True Crime,58.64,Wednesday,Morning,82.34,0,Negative,79.8701807
Life Lessons,Episode 88,54.96,Lifestyle,47.1,Wednesday,Evening,,2,Neutral,28.1888169
Music Matters,Episode 71,58.71,Music,45.51,Wednesday,Evening,40.01,0,Positive,58.71
Study Sessions,Episode 25,109.22,Education,86.99,Wednesday,Night,98.67,2,Neutral,89.50660162
Business Insights,Episode 73,57.64,Business,65.17,Wednesday,Evening,63.72,0,Neutral,33.67018629
Detective Diaries,Episode 13,78.04,True Crime,99.14,Wednesday,Afternoon,47.38,1,Positive,78.04
Tech Trends,Episode 28,91.45,Technology,83.89,Wednesday,Morning,60.79,0,Neutral,77.36534373
Educational Nuggets,Episode 10,116.36,Education,85.54,Wednesday,Morning,7.54,1,Neutral,116.36
News Roundup,Episode 17,93.64,News,64.62,Wednesday,Night,41.4,0,Positive,75.01142473
Tech Talks,Episode 7,113.54,Technology,59.27,Wednesday,Morning,,0,Neutral,68.20890475
Finance Focus,Episode 23,104.29,Business,88.95,Wednesday,Night,54.49,3,Negative,57.43171627
Sport Spot,Episode 31,103.55,Sports,84.7,Wednesday,Night,23.03,3,Neutral,93.73924287
Criminal Minds,Episode 91,74.78,True Crime,96.38,Wednesday,Afternoon,90.84,2,Neutral,48.00781801
Fitness First,Episode 10,,Health,45.88,Wednesday,Night,55.42,2,Neutral,76.22278129
Mind & Body,Episode 73,63.86,Health,80.49,Wednesday,Morning,26.5,1,Negative,32.43985187
Athlete's Arena,Episode 27,83.86,Sports,22.05,Wednesday,Afternoon,3.91,0,Negative,68.15851523
Game Day,Episode 81,109.22,Sports,95.58,Wednesday,Evening,37.19,0,Positive,64.08316818
Educational Nuggets,Episode 99,60.69,Education,52.35,Wednesday,Night,38.01,3,Positive,41.4657516
Tune Time,Episode 82,65.66,Music,26.23,Wednesday,Evening,58.31,1,Neutral,30.19366635
Lifestyle Lounge,Episode 98,91.45,Lifestyle,22.01,Wednesday,Morning,,3,Negative,62.11150921
Tune Time,Episode 70,104.3,Music,32.13,Wednesday,Evening,17.2,2,Neutral,86.81140537
Home & Living,Episode 50,54.33,Lifestyle,26.12,Wednesday,Morning,15.81,1,Neutral,29.24466853
Sports Central,Episode 24,75.19,Sports,65.99,Wednesday,Morning,,0,Positive,44.31364495
Game Day,Episode 3,,Sports,45.39,Wednesday,Night,59.3,3,Neutral,61.91285307
Detective Diaries,Episode 97,17.14,True Crime,30.0,Wednesday,Afternoon,90.81,1,Positive,
Lifestyle Lounge,Episode 30,56.38,Lifestyle,31.19,Wednesday,Night,,0,Positive,49.8514449
Health Hour,Episode 33,91.27,Health,90.06,Wednesday,Night,61.18,1,Neutral,
Melody Mix,Episode 4,118.17,Music,40.92,Wednesday,Morning,50.37,0,Negative,
Health Hour,Episode 95,57.67,Health,28.05,Wednesday,Evening,17.86,0,Positive,49.61680816
Game Day,Episode 63,111.48,Sports,48.6,Wednesday,Evening,81.56,2,Positive,71.96801041
Tune Time,Episode 19,17.58,Music,38.38,Wednesday,Afternoon,14.01,0,Positive,17.58
Learning Lab,Episode 54,41.38,Education,46.35,Wednesday,Morning,11.84,1,Neutral,21.23291071
Sport Spot,Episode 55,6.99,Sports,85.88,Wednesday,Night,32.91,3,Negative,6.99
Digital Digest,Episode 27,,Technology,69.33,Wednesday,Evening,34.76,0,Positive,60.2234194
Business Insights,Episode 89,,Business,51.22,Wednesday,Evening,85.93,1,Negative,36.81861706
Sound Waves,Episode 29,97.95,Music,76.06,Wednesday,Night,87.57,3,Negative,77.87996535
Melody Mix,Episode 14,81.01,Music,60.52,Wednesday,Evening,98.38,3,Negative,48.10591995
Game Day,Episode 45,116.63,Sports,58.61,Wednesday,Night,67.83,0,Negative,70.37549286
Brain Boost,Episode 83,69.1,Education,38.03,Wednesday,Night,80.33,3,Negative,54.76780139
News Roundup,Episode 12,77.37,News,45.82,Wednesday,Evening,54.35,2,Neutral,36.89129523
Current Affairs,Episode 28,42.58,News,93.28,Wednesday,Morning,35.66,3,Positive,29.30019782
Detective Diaries,Episode 23,82.83,True Crime,78.89,Wednesday,Morning,,2,Positive,62.82969081
Melody Mix,Episode 91,33.91,Music,90.29,Wednesday,Evening,,1,Negative,19.03579765
Innovators,Episode 95,51.51,Technology,41.41,Wednesday,Night,48.6,2,Neutral,30.93493391
Funny Folks,Episode 11,106.67,Comedy,58.19,Wednesday,Morning,,0,Negative,84.845274
Finance Focus,Episode 37,,Business,22.47,Wednesday,Night,40.56,0,Neutral,22.46955025
World Watch,Episode 28,20.87,News,77.55,Wednesday,Morning,32.41,0,Neutral,18.92481111
Money Matters,Episode 34,84.99,Business,80.97,Wednesday,Afternoon,,0,Neutral,63.2007775
Money Matters,Episode 45,77.16,Business,72.81,Wednesday,Afternoon,2.59,3,Positive,70.10915368
News Roundup,Episode 99,89.66,News,29.28,Wednesday,Evening,96.02,3,Negative,51.15962393
Educational Nuggets,Episode 5,21.42,Education,47.07,Wednesday,Evening,25.68,1,Negative,15.82894952
Money Matters,Episode 100,61.44,Business,69.53,Wednesday,Night,39.46,3,Negative,56.16220258
Educational Nuggets,Episode 92,58.68,Education,61.28,Wednesday,Evening,38.36,0,Positive,47.29098644
Learning Lab,Episode 83,84.03,Education,97.94,Wednesday,Morning,,2,Neutral,84.03
Learning Lab,Episode 44,55.54,Education,92.54,Wednesday,Morning,44.86,1,Neutral,40.74627793
Melody Mix,Episode 62,104.19,Music,99.95,Wednesday,Evening,,2,Positive,
Mystery Matters,Episode 26,78.63,True Crime,58.23,Wednesday,Morning,88.41,1,Neutral,44.80052387
Market Masters,Episode 42,106.74,Business,73.69,Wednesday,Evening,32.13,0,Positive,57.19128634
Funny Folks,Episode 6,116.22,Comedy,77.88,Wednesday,Morning,34.07,1,Positive,75.10331989
Educational Nuggets,Episode 66,22.13,Education,36.33,Wednesday,Morning,74.14,1,Negative,
Educational Nuggets,Episode 15,111.04,Education,58.95,Wednesday,Morning,95.04,1,Negative,61.14804035
World Watch,Episode 28,114.63,News,46.33,Wednesday,Night,96.27,2,Positive,63.45043107
Music Matters,Episode 59,106.4,Music,85.74,Wednesday,Afternoon,62.85,3,Neutral,
Detective Diaries,Episode 10,49.61,True Crime,38.01,Wednesday,Morning,49.84,1,Negative,16.73071938
Fitness First,Episode 7,,Health,70.09,Wednesday,Evening,76.61,2,Positive,59.27933125
Humor Hub,Episode 8,68.05,Comedy,86.71,Wednesday,Morning,85.85,2,Negative,
Tech Talks,Episode 98,43.65,Technology,72.03,Wednesday,Afternoon,13.62,1,Positive,39.13605149
Tech Talks,Episode 15,114.63,Technology,26.29,Wednesday,Evening,81.05,3,Neutral,102.9331018
Mystery Matters,Episode 28,100.65,True Crime,88.15,Wednesday,Night,93.87,3,Negative,86.08657045
Daily Digest,Episode 36,19.12,News,40.29,Wednesday,Night,34.44,2,Positive,3.747272502
Innovators,Episode 57,117.05,Technology,50.31,Wednesday,Afternoon,23.21,0,Neutral,113.4316226
Market Masters,Episode 76,,Business,39.78,Wednesday,Evening,43.97,2,Neutral,44.8110128
Current Affairs,Episode 8,20.59,News,49.74,Wednesday,Night,92.38,2,Negative,20.59
Mystery Matters,Episode 90,52.51,True Crime,29.09,Wednesday,Evening,,1,Neutral,52.51
Current Affairs,Episode 61,,News,50.69,Wednesday,Night,82.47,0,Negative,
Brain Boost,Episode 45,92.21,Education,87.72,Wednesday,Evening,,3,Positive,87.18829747
Digital Digest,Episode 93,36.97,Technology,28.43,Wednesday,Evening,29.4,3,Negative,17.40209086
Business Insights,Episode 3,43.94,Business,47.37,Wednesday,Night,3.58,3,Neutral,24.87883079
Style Guide,Episode 63,94.98,Lifestyle,63.96,Wednesday,Afternoon,79.38,3,Neutral,46.46619757
Finance Focus,Episode 49,106.34,Business,35.14,Wednesday,Evening,13.69,3,Neutral,65.0838041
True Crime Stories,Episode 70,82.36,True Crime,30.24,Wednesday,Evening,93.29,2,Positive,42.02008
Tech Talks,Episode 50,8.9,Technology,27.28,Wednesday,Night,37.61,1,Neutral,8.9
Health Hour,Episode 69,10.19,Health,57.38,Wednesday,Afternoon,18.63,2,Neutral,10.19
Music Matters,Episode 8,112.97,Music,59.88,Wednesday,Night,31.72,1,Positive,74.93083066
Crime Chronicles,Episode 92,,True Crime,68.21,Wednesday,Morning,9.96,2,Positive,59.48493416
Crime Chronicles,Episode 10,,True Crime,76.41,Wednesday,Evening,79.74,1,Negative,26.10361876
Crime Chronicles,Episode 6,,True Crime,49.06,Wednesday,Night,17.99,3,Negative,100.5989167
Sports Weekly,Episode 79,17.4,Sports,46.84,Wednesday,Evening,51.01,2,Positive,17.4
Tech Trends,Episode 16,36.21,Technology,87.35,Wednesday,Morning,65.28,0,Negative,
Laugh Line,Episode 90,87.47,Comedy,91.8,Wednesday,Morning,8.72,1,Neutral,77.20897387
Lifestyle Lounge,Episode 46,75.59,Lifestyle,22.15,Wednesday,Evening,86.7,1,Positive,75.59
Comedy Corner,Episode 29,77.05,Comedy,75.35,Wednesday,Morning,94.42,2,Neutral,46.94776198
Mind & Body,Episode 62,48.66,Health,35.9,Wednesday,Afternoon,,0,Positive,
Innovators,Episode 83,62.76,Technology,30.54,Wednesday,Night,88.96,2,Negative,33.4857769
Melody Mix,Episode 24,85.72,Music,28.32,Wednesday,Afternoon,30.65,1,Positive,85.72
Sound Waves,Episode 54,19.32,Music,83.96,Wednesday,Afternoon,11.18,1,Negative,10.65616644
Melody Mix,Episode 52,31.67,Music,88.63,Wednesday,Evening,86.09,1,Neutral,22.20559622
Educational Nuggets,Episode 47,84.96,Education,37.92,Wednesday,Afternoon,50.02,0,Negative,65.43133891
World Watch,Episode 81,82.4,News,83.13,Wednesday,Night,,1,Negative,49.82850208
Global News,Episode 80,48.73,News,68.71,Wednesday,Night,43.41,2,Neutral,20.98920722
Tech Trends,Episode 85,49.55,Technology,80.97,Wednesday,Afternoon,,3,Neutral,21.04916133
Mind & Body,Episode 71,52.47,Health,59.78,Wednesday,Morning,65.15,0,Neutral,42.3679434
Tune Time,Episode 43,14.83,Music,42.48,Wednesday,Afternoon,38.82,2,Negative,1.707215776
Tech Talks,Episode 8,77.41,Technology,86.91,Wednesday,Morning,62.27,2,Positive,77.41
Healthy Living,Episode 82,87.24,Health,49.84,Wednesday,Night,89.42,3,Neutral,67.26983295
Criminal Minds,Episode 41,,True Crime,60.1,Wednesday,Evening,21.52,3,Positive,61.69032406
Brain Boost,Episode 22,34.54,Education,25.54,Wednesday,Night,0.95,1,Positive,8.128987275
